Experiment,Tag,Trigger,Arch_Pair,Dist_Ep,FT_Ep,Temp,V_Temp,RW,Delta,Beta,Trig_Size,T_Acc,S_Acc(FT0%),Design,FT0%_Shift,FT0%_P,FT0%_Ver,FT1%_Acc,FT1%_Shift,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Shift,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Shift,FT10%_P,FT10%_Ver
Exp2_RWSweep,c100_rw_sweep_0.05,REC,resnet56 -> resnet56,160,40,5,10.0,0.05,7.0,0.5,2447,72.6%,58.6%,single_ctrl,0.0012,3.1e-24,True,58.1%,0.0011,3.4e-22,True,58.6%,0.0010,8.3e-22,True,59.2%,0.0009,1.0e-21,True
Exp2_RWSweep,c100_rw_sweep_0.05,REC,resnet56 -> resnet56,160,40,5,10.0,0.05,7.0,0.5,2447,72.6%,58.6%,suspect_top1,0.0012,2.3e-24,True,58.1%,0.0011,2.6e-23,True,58.6%,0.0010,7.6e-22,True,59.2%,0.0009,7.1e-22,True
Exp2_RWSweep,c100_rw_sweep_0.10,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,7.0,0.5,4989,72.6%,59.4%,mean_rest,0.0011,2.1e-20,True,59.2%,0.0011,7.8e-22,True,59.7%,0.0010,2.1e-21,True,59.7%,0.0008,2.0e-16,False
Exp2_RWSweep,c100_rw_sweep_0.10,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,7.0,0.5,4989,72.6%,59.4%,single_ctrl,0.0013,8.3e-64,True,59.2%,0.0013,1.5e-55,True,59.7%,0.0012,7.0e-55,True,59.7%,0.0010,9.8e-52,True
Exp2_RWSweep,c100_rw_sweep_0.10,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,7.0,0.5,4989,72.6%,59.4%,suspect_top1,0.0013,4.5e-63,True,59.2%,0.0013,1.1e-55,True,59.7%,0.0011,5.1e-53,True,59.7%,0.0010,2.6e-49,True
Exp2_RWSweep,c100_rw_sweep_0.20,REC,resnet56 -> resnet56,160,40,5,10.0,0.2,7.0,0.5,9914,72.6%,58.7%,mean_rest,0.0013,8.4e-105,True,58.3%,0.0013,3.4e-102,True,58.8%,0.0011,7.6e-85,True,58.8%,0.0010,3.2e-65,True
Exp2_RWSweep,c100_rw_sweep_0.20,REC,resnet56 -> resnet56,160,40,5,10.0,0.2,7.0,0.5,9914,72.6%,58.7%,single_ctrl,0.0015,4.5e-197,True,58.3%,0.0015,2.8e-177,True,58.8%,0.0013,7.1e-166,True,58.8%,0.0012,3.5e-162,True
Exp2_RWSweep,c100_rw_sweep_0.20,REC,resnet56 -> resnet56,160,40,5,10.0,0.2,7.0,0.5,9914,72.6%,58.7%,suspect_top1,0.0015,1.5e-196,True,58.3%,0.0015,4.0e-177,True,58.8%,0.0013,1.3e-166,True,58.8%,0.0012,4.9e-165,True
Exp3_DeltaLogitSweep,c100_d_sweep_3.0,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,3.0,0.5,4968,72.6%,58.4%,mean_rest,0.0007,4.9e-05,False,58.4%,0.0007,6.8e-05,False,58.7%,0.0006,5.4e-05,False,59.0%,0.0005,3.7e-03,False
Exp3_DeltaLogitSweep,c100_d_sweep_3.0,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,3.0,0.5,4968,72.6%,58.4%,single_ctrl,0.0009,4.6e-36,True,58.4%,0.0008,5.7e-31,True,58.7%,0.0008,7.0e-34,True,59.0%,0.0007,8.7e-35,True
Exp3_DeltaLogitSweep,c100_d_sweep_3.0,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,3.0,0.5,4968,72.6%,58.4%,suspect_top1,0.0009,1.7e-36,True,58.4%,0.0008,7.7e-31,True,58.7%,0.0008,5.9e-34,True,59.0%,0.0007,2.2e-35,True
Exp3_DeltaLogitSweep,c100_d_sweep_5.0,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,5.0,0.5,4993,72.6%,58.3%,mean_rest,0.0010,3.0e-19,False,57.9%,0.0010,1.3e-21,True,58.1%,0.0009,5.3e-21,True,58.7%,0.0008,1.3e-17,False
Exp3_DeltaLogitSweep,c100_d_sweep_5.0,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,5.0,0.5,4993,72.6%,58.3%,single_ctrl,0.0012,6.3e-50,True,57.9%,0.0012,1.0e-50,True,58.1%,0.0011,6.9e-51,True,58.7%,0.0010,5.0e-56,True
Exp3_DeltaLogitSweep,c100_d_sweep_5.0,REC,resnet56 -> resnet56,160,40,5,10.0,0.1,5.0,0.5,4993,72.6%,58.3%,suspect_top1,0.0012,7.9e-50,True,57.9%,0.0012,1.6e-49,True,58.1%,0.0011,4.7e-50,True,58.7%,0.0010,4.8e-57,True
