Experiment,Tag,Trigger,Arch_Pair,Dist_Ep,FT_Ep,Temp,V_Temp,RW,Delta,Beta,Trig_Size,T_Acc,S_Acc(FT0%),Design,FT0%_Shift,FT0%_P,FT0%_Ver,FT1%_Acc,FT1%_Shift,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Shift,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Shift,FT10%_P,FT10%_Ver
Exp5_QuerySweep,nq_sweep_5000,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,500,92.6%,60.1%,mean_rest,0.0147,3.5e-33,True,60.0%,0.0111,5.7e-18,False,61.9%,0.0084,8.8e-13,False,63.4%,0.0080,4.4e-14,False
Exp5_QuerySweep,nq_sweep_10000,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,1034,92.6%,69.0%,mean_rest,0.0153,9.4e-63,True,68.0%,0.0122,3.4e-39,True,69.3%,0.0102,9.2e-34,True,70.4%,0.0080,2.0e-27,True
Exp5_QuerySweep,nq_sweep_20000,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,2058,92.6%,77.0%,mean_rest,0.0164,2.0e-138,True,76.3%,0.0148,1.0e-104,True,77.0%,0.0139,6.0e-97,True,77.0%,0.0128,2.6e-73,True
Exp5_QuerySweep,nq_sweep_50000,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,5075,92.6%,84.5%,mean_rest,0.0127,2.4e-212,True,83.7%,0.0116,2.3e-165,True,84.2%,0.0120,3.3e-182,True,84.2%,0.0112,6.6e-154,True
Exp6_TriggerSizeSweep,trig_sweep,OWN,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,2000,92.6%,84.7%,mean_rest,0.0060,4.3e-08,False,84.6%,0.0059,2.9e-10,False,84.2%,0.0052,1.3e-06,False,84.4%,0.0043,1.1e-04,False
Exp6_TriggerSizeSweep,trig_sweep,OWN,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,1000,92.6%,84.5%,mean_rest,0.0070,1.7e-06,False,84.3%,0.0055,2.1e-05,False,84.0%,0.0051,2.9e-05,False,84.1%,0.0052,1.7e-06,False
Exp6_TriggerSizeSweep,trig_sweep,OWN,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,100,92.6%,84.3%,mean_rest,0.0065,2.1e-02,False,84.2%,0.0081,2.3e-02,False,84.5%,0.0089,1.2e-02,False,84.3%,0.0071,8.1e-03,False
Exp6_TriggerSizeSweep,trig_sweep,OWN,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.6%,83.4%,mean_rest,0.0058,1.9e-155,True,83.0%,0.0052,7.5e-84,True,83.1%,0.0058,7.8e-172,True,83.2%,0.0054,6.3e-158,True
Exp6_TriggerSizeSweep,trig_sweep,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,100,92.6%,84.3%,mean_rest,0.0151,1.7e-06,False,84.4%,0.0150,3.6e-06,False,84.5%,0.0143,1.2e-06,False,83.8%,0.0145,7.0e-07,False
Exp6_TriggerSizeSweep,trig_sweep,REC,resnet20 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,2000,92.6%,84.7%,mean_rest,0.0120,1.4e-73,True,84.3%,0.0113,7.7e-65,True,84.1%,0.0110,4.4e-62,True,84.1%,0.0101,3.4e-53,True
