Experiment,Tag,Trigger,Arch_Pair,Dist_Ep,FT_Ep,Temp,V_Temp,RW,Delta,Beta,Trig_Size,T_Acc,S_Acc(FT0%),Design,FT0%_Shift,FT0%_P,FT0%_Ver,FT1%_Acc,FT1%_Shift,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Shift,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Shift,FT10%_P,FT10%_Ver
Exp9_CrossArch,xarch_vgg11_resnet20_T5,OWN,vgg11 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.8%,81.9%,mean_rest,0.0055,0.0e+00,True,81.8%,0.0056,0.0e+00,True,81.5%,0.0043,7.4e-220,True,81.9%,0.0025,1.4e-33,True
Exp9_CrossArch,xarch_vgg11_resnet20_T5,OWN,vgg11 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.8%,81.9%,single_ctrl,0.0033,0.0e+00,True,81.8%,0.0036,0.0e+00,True,81.5%,0.0016,4.9e-144,True,81.9%,-0.0003,3.1e-15,False
Exp9_CrossArch,xarch_vgg11_resnet20_T5,OWN,vgg11 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,50000,92.8%,81.9%,suspect_top1,0.0039,0.0e+00,True,81.8%,0.0035,0.0e+00,True,81.5%,0.0019,3.5e-186,True,81.9%,0.0001,1.6e-30,True
Exp9_CrossArch,xarch_resnet20_mobilenetv2_T5,REC,resnet20 -> mobilenetv2,80,20,5,10.0,0.1,5.0,0.5,4938,92.6%,84.6%,mean_rest,0.0232,0.0e+00,True,84.5%,0.0228,0.0e+00,True,84.6%,0.0222,0.0e+00,True,84.5%,0.0221,0.0e+00,True
Exp9_CrossArch,xarch_resnet20_mobilenetv2_T5,REC,resnet20 -> mobilenetv2,80,20,5,10.0,0.1,5.0,0.5,4938,92.6%,84.6%,single_ctrl,0.0225,0.0e+00,True,84.5%,0.0220,0.0e+00,True,84.6%,0.0211,0.0e+00,True,84.5%,0.0210,0.0e+00,True
Exp9_CrossArch,xarch_resnet20_mobilenetv2_T5,REC,resnet20 -> mobilenetv2,80,20,5,10.0,0.1,5.0,0.5,4938,92.6%,84.6%,suspect_top1,0.0225,0.0e+00,True,84.5%,0.0218,0.0e+00,True,84.6%,0.0210,0.0e+00,True,84.5%,0.0206,0.0e+00,True
Exp9_CrossArch,xarch_vgg11_resnet20_T3,REC,vgg11 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,4906,92.8%,81.6%,mean_rest,0.0117,0.0e+00,True,81.2%,0.0110,0.0e+00,True,81.7%,0.0108,0.0e+00,True,81.2%,0.0095,4.2e-248,True
Exp9_CrossArch,xarch_vgg11_resnet20_T3,REC,vgg11 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,4906,92.8%,81.6%,single_ctrl,0.0103,3.7e-284,True,81.2%,0.0096,5.2e-247,True,81.7%,0.0086,1.8e-168,True,81.2%,0.0073,9.5e-115,True
Exp9_CrossArch,xarch_vgg11_resnet20_T3,REC,vgg11 -> resnet20,80,20,3,10.0,0.1,5.0,0.5,4906,92.8%,81.6%,suspect_top1,0.0103,3.7e-284,True,81.2%,0.0095,9.0e-245,True,81.7%,0.0084,8.7e-166,True,81.2%,0.0071,2.8e-112,True
Exp9_CrossArch,xarch_vgg11_resnet20_T5,REC,vgg11 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,4944,92.8%,81.9%,mean_rest,0.0100,0.0e+00,True,81.8%,0.0096,0.0e+00,True,81.8%,0.0085,7.9e-246,True,81.6%,0.0059,2.3e-89,True
Exp9_CrossArch,xarch_vgg11_resnet20_T5,REC,vgg11 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,4944,92.8%,81.9%,single_ctrl,0.0088,1.2e-237,True,81.8%,0.0082,3.4e-193,True,81.8%,0.0062,7.7e-105,True,81.6%,0.0030,2.3e-32,True
Exp9_CrossArch,xarch_vgg11_resnet20_T5,REC,vgg11 -> resnet20,80,20,5,10.0,0.1,5.0,0.5,4944,92.8%,81.9%,suspect_top1,0.0087,6.1e-238,True,81.8%,0.0081,1.1e-191,True,81.8%,0.0061,1.5e-103,True,81.6%,0.0028,1.5e-29,True
